zdid,zdmc,station_code,station_telecode,station_shortname
4003,高老,60209,GOB,高
4004,双丰,60215,OFB,双
4005,王杨,60221,WYB,王
4006,铁力,60227,TLB,铁
4007,桃山,60239,TAB,桃
4008,石长,60248,OCB,石
4009,神树,60254,SWB,神
4010,圣浪,60278,OVB,圣
4011,界山,60287,JSB,界
4012,小白,60293,XBB,小
4013,朗乡,60302,LXB,朗
4014,带岭,60317,DLB,带
4015,松青,60326,OBB,松
4016,南岔,60335,NCB,南
4017,绿潭,60359,LTB,绿
4018,晨明,60371,CMB,晨
4019,威岭,60377,WNB,威
4020,浩良河,60392,HHB,浩
4021,香兰,60401,XNB,香
4022,汤原,60413,TYB,汤
4023,望江,60431,WJB,望
4024,兴莲,60443,XGB,兴
4025,莲江口,60446,LHB,莲
4026,佳木斯,60452,JMB,佳
4027,柳树,60509,LOB,柳
4028,金山屯,60530,JTB,金
4029,西林,60536,XYB,西
4030,苔青,60551,TQB,苔
4031,美溪,60557,MEB,美
4032,伊春,60566,YCB,伊
4033,双子河,60590,SEB,双
4034,友好,60593,YOB,友
4035,红山,60599,VSB,红
4036,五营,60611,WWB,五
4037,红星,60638,VXB,红
4038,新青,60644,XQB,新
4039,汤旺河,60653,THB,汤
4040,乌伊岭,60662,WPB,乌
4041,半截河,60728,BHB,半
4042,鹤立,60734,HOB,鹤
4043,新华,60737,XHB,新
4044,峻德,60740,JDB,峻
4045,鹤岗,60752,HGB,鹤
4046,宝泉岭,60776,BQB,宝
4047,鹤北,60779,HMB,鹤
4048,永胜,60812,YVB,永
4049,四马架,60821,SMB,四
4050,太平镇,60824,TEB,太
4051,丰乐镇,60827,FZB,丰
4052,笔架山,60830,BSB,笔
4053,福利屯,60836,FTB,福
4054,双鸭山,60845,SSB,双
4055,升昌,60884,OEB,升
4056,红兴隆,60890,VHB,红
4057,新友谊,60896,EYB,新
4058,九营,60905,JYB,九
4059,富锦,60923,FIB,富
4060,向阳川,60950,ECB,向
4061,建三江,60962,JIB,建
4062,换新天,60968,VTB,换
4063,前进镇,60971,QEB,前
4064,洪河,60974,HPB,洪
4065,前锋,60977,QFB,前
4066,东二道河,60980,DRB,东
4067,寒葱沟,60983,HKB,寒
4068,抚远,60989,FYB,抚
4069,双柳,61080,SLB,双
4070,宝清,61083,BUB,宝
4071,富江镇,61241,FJB,富
4072,桦林,61253,HIB,桦
4073,柴河,61256,CHB,柴
4074,五林,61262,WLB,五
4075,朱家沟,61265,ZUB,朱
4076,宝林,61274,BNB,宝
4077,楚山,61280,CSB,楚
4078,向阳,61283,XDB,向
4079,林口,61289,LKB,林
4080,古城镇,61310,GZB,古
4081,亚河,61316,YHB,亚
4082,青山,61322,QSB,青
4083,虎山,61328,HVB,虎
4084,佛岭,61331,FLB,佛
4085,通天屯,61334,TTB,通
4086,勃利,61337,BLB,勃
4087,杏树,61361,XSB,杏
4088,倭肯,61364,WQB,倭
4089,阎家,61370,YIB,阎
4090,桦南,61376,HNB,桦
4091,八虎力,61379,BIB,八
4092,孟家岗,61382,MGB,孟
4093,申家店,61388,ODB,申
4094,长发屯,61400,CFB,长
4095,东佳木斯,61403,DMB,东
4096,互助,61424,HCB,互
4097,七台河,61433,QTB,七
4098,杨木,61520,YMB,杨
4099,奎山,61526,KAB,奎
4100,西麻山,61529,XMB,西
4101,麻山,61532,MAB,麻
4102,青龙,61538,QIB,青
4103,兰岭,61544,ULB,兰
4104,滴道,61550,DDB,滴
4105,鸡西,61574,JXB,鸡
4106,鸡东,61586,JOB,鸡
4107,东海,61595,DHB,东
4108,永安乡,61601,YNB,永
4109,黑台,61607,HQB,黑
4110,连珠山,61613,LIB,连
4111,密山西,61619,MXB,密
4112,密山,61622,MSB,密
4113,裴德,61643,PDB,裴
4114,兴凯,61649,EKB,兴
4115,杨岗,61655,YRB,杨
4116,凯北,61658,KBB,凯
4117,卫星,61661,WVB,卫
4118,虎林,61682,VLB,虎
4119,迎春,61715,YYB,迎
4120,东方红,61727,DFB,东
4121,八面通,61766,BMB,八
4122,梨树镇,61775,LSB,梨
4123,石磷,61778,SPB,石
4124,柳毛,61784,LEB,柳
4125,亚布力南,62255,YWB,亚
4126,长汀镇,62324,CDB,长
4127,石岘,62495,SXL,石
4128,汪清,62513,WQL,汪
4129,大兴沟,62525,DXL,大
4130,庙岭,62528,MLL,庙
4131,天桥岭,62534,TQL,安
4132,石头河,62540,SVL,石
4133,春阳,62543,CAL,春
4134,老松岭,62549,LKL,老
4135,鹿道,62552,LDL,鹿
4136,斗沟子,62555,DGB,斗
4137,马莲河,62558,MHB,马
4138,东京城,62564,DJB,东
4139,石头,62570,OTB,石
4140,兰岗,62576,LNB,兰
4141,宁安,62579,NAB,宁
4142,温春,62582,WDB,温
4143,海浪,62594,HAB,海
4144,卡路屯,62597,KLB,卡
4145,东门,62665,DNB,东
4146,孙家,62666,SUB,孙
4147,平房,62678,PFB,平
4148,周家,62684,ZOB,周
4149,牛家,62690,NJB,牛
4150,拉林,62696,LAB,拉
4151,背荫河,62699,BYB,背
4152,安家,62705,AJB,安
4153,五常,62711,WCB,五
4154,杜家,62732,DJL,杜
4155,山河屯,62735,SHL,山
4156,平安,62738,PAL,平
4157,棋盘,62828,QPL,棋
4158,金珠,62858,JVL,金
4159,亚复,62861,YRL,亚
4160,大口钦,62867,DKL,大
4161,前窑,62870,QVL,前
4162,丰广,62876,FGL,丰
4163,吉舒,62882,JSL,吉
4164,东富,62888,DUL,东
4165,蛟河西,63065,JOL,蛟
4166,威虎岭北,63068,WBL,威
4167,大石头南,63071,DAL,大
4168,安图西,63074,AXL,安
4169,延吉西,63077,YXL,延
4170,珲春,63083,HUL,珲
4171,大西,63263,DXB,大
4172,图们北,63344,QSL,图
4173,龙井,63419,LJL,龙
4174,八家子,63485,BZL,八
4175,和龙,63494,HLL,和
4176,松江镇,63551,OZL,松
4177,荒沟西,63554,HGL,荒
4178,枕头峰,63557,ZTL,枕
4179,十里坪,63560,SKL,十
4180,五龙背东,63605,WMT,五
4181,凤城东,63608,FDT,凤
4182,通远堡西,63611,TST,通
4183,南芬北,63614,NUT,南
4184,本溪新城,63617,BVT,本
4185,沈阳南,63623,SOT,沈
4186,光辉,63935,GHL,光
4187,板杖子,63938,BCL,板
4188,辉南,63941,HNL,辉
4189,杉松岗,63947,SBL,杉
4190,伊通,64201,YTL,伊
4191,建安,64203,JUL,建
4192,谢家,64385,XJL,谢
4193,柳河,64388,LNL,柳
4194,郑家堡,64391,ZPL,郑
4195,驼腰岭,64394,TIL,驼
4196,五道沟,64397,WDL,五
4197,大泉眼,64400,IOL,大
4198,三源浦,64403,SYL,三
4199,通沟,64409,TOL,通
4200,干沟,64412,GGL,干
4201,二密河,64415,RML,二
4202,通化,64418,THL,通
4203,通化县,64420,TXL,通
4204,古城子,64424,GFT,古
4205,桓龙湖,64426,HKT,桓
4206,五女山,64428,WET,五
4207,大雅河,64430,DDT,大
4208,雅河,64431,YLT,雅
4209,天桥沟,64432,VGT,天
4210,东通化,64439,DTL,东
4211,水洞,64448,SIL,水
4212,鸭园,64451,YYL,鸭
4213,铁厂,64454,TCL,铁
4214,万隆,64457,WLL,万
4215,果松,64460,GSL,果
4216,石湖,64463,SPL,石
4217,老岭,64466,LRL,老
4218,双安屯,64469,STL,双
4219,黄柏,64472,HBL,黄
4220,西阳岔,64475,XIL,西
4221,阳岔,64478,YAL,阳
4222,集安,64481,JAL,集
4223,菇园,64544,GYL,菇
4224,道清,64547,DML,道
4225,老营,64550,LXL,老
4226,白山市,64556,HJL,白
4227,石人,64577,SRL,石
4228,林子头,64580,LIL,林
4229,遥林,64583,YLL,遥
4230,松岭,64586,SWL,松
4231,三队,64592,SAL,三
4232,花山,64595,HML,花
4233,临江,64598,LQL,临
4234,靖宇,64606,JYL,靖
4235,三道湖,64608,SDL,三
4236,抚松,64610,FSL,抚
4237,大栗子,64622,DLL,大
4238,咋子,64652,ZAL,咋
4239,江源,64658,SZL,江
4240,大东,64664,DDL,大
4241,枫叶岭,64667,FYL,枫
4242,湾沟,64670,WGL,湾
4243,平川,64673,PCL,平
4244,青沟子,64697,QOL,青
4245,松树镇,64700,SSL,松
4246,氡泉,64723,DOL,氡
4247,仙人桥,64730,XRL,仙
4248,黄泥崴子,64733,HQL,黄
4249,小山,64739,XSL,小
4250,松江河,64742,SJL,松
4251,板石河,64745,BNL,板
4252,柳毛沟,64748,UML,柳
4253,泉阳,64751,QYL,泉
4254,北岗,64772,BGL,北
4255,影壁山,64775,YBA,影
4256,砬子河,64778,LVL,砬
4257,露水河,64781,LUL,露
4258,二岔,64783,ECL,二
4259,火炬沟,64787,HKL,火
4260,白河,64790,BEL,白
4261,盐池,65300,YKJ,盐
4262,灵武,65315,LNJ,灵
4263,湘潭北,65660,EDQ,湘
4264,新化南,65672,EJQ,新
4265,芷江,65681,ZPQ,芷
4266,南曹,65701,NEF,南
4267,孟庄,65703,MZF,孟
4268,新郑机场,65705,EZF,新
4269,宋城路,65761,SFF,宋
4270,运粮河,65764,YEF,运
4271,绿博园,65767,LCF,绿
4272,贾鲁河,65770,JLF,贾
4273,李朗所,65861,AVQ,李
4274,深圳坪山,65862,IFQ,深
4275,惠州南,65864,KNQ,惠
4276,惠东,65866,KDQ,惠
4277,鲘门,65868,KMQ,鲘
4278,汕尾,65870,OGQ,汕
4279,陆丰,65872,LLQ,陆
4280,葵潭,65874,KTQ,葵
4281,普宁,65876,PEQ,普
4282,潮阳,65878,CNQ,潮
4283,潮汕,65880,CBQ,潮
4284,饶平,65882,RVQ,饶
4285,诏安,65884,ZDS,诏
4286,云霄,65886,YBS,云
4287,漳浦,65888,ZCS,漳
4288,福田,65891,NZQ,福
4289,古镇,66400,GNQ,古
4290,江海,66403,JNQ,江
4291,江门,66406,JWQ,江
4292,礼乐,66409,UEQ,礼
4293,新会,66412,EFQ,新
4294,阿达日格,66678,ARC,阿
4295,宝拉格,66679,BQC,宝
4296,草六格尔,66681,CRC,草
4297,石门村,66690,SMC,石
4298,刘伟壕,66691,LWC,刘
4299,厂汗,66692,CHC,厂
4300,乌兰胡同,66693,WUC,乌
4301,忽吉图,66694,HEC,忽
4302,生芝渠,88901,SIY,生
4303,襄河,90000,XXB,襄
4304,钦州东,90122,QDZ,钦
4305,潮水,91008,CUB,潮
4306,双龙山,99072,OIB,双
4307,苹果园,99983,PGP,苹
4308,诸往,99989,ZPK,诸
4309,乳山,99990,ROK,乳
4310,下初,99991,XFK,下
4311,文登,99992,WBK,文
4312,威海,99993,WKK,威
2929,赛乌苏,13067,SWC,赛
2930,西里,13070,XIC,西
2931,二连,13073,RLC,二
2932,头道井,13109,TJC,头
2933,呼吉尔,13115,HRC,呼
2934,乌日根塔拉,13118,WRC,乌
2935,查干诺尔,13121,CGC,查
2936,三介海子,13134,SPC,三
2937,商都,13136,SXC,商
2938,三营图,13138,QIC,三
2939,二道沟,13140,RGC,二
2940,化德,13142,HGC,化
2941,白音特拉,13144,BRC,白
2942,保健,13146,BPC,保
2943,达盖,13148,DAC,达
2944,兴和,13150,XBC,兴
2945,星耀,13152,XDC,星
2946,朝格温多尔,13154,CWC,朝
2947,正镶白旗,13156,ZXC,正
2948,西胡尔清,13158,XRC,西
2949,道仑郭勒,13160,DEC,道
2950,查干芒和,13162,CMC,查
2951,牙拉盖图,13164,YTC,牙
2952,桑根达来,13166,OGC,桑
2953,贺日斯台,13168,HMC,贺
2954,伊和恩格拉,13170,YNC,伊
2955,公主埂,13172,GZC,公
2956,好鲁库,13174,HKC,好
2957,汗苏鲁,13176,HQC,汗
2958,马架子,13178,MBC,马
2959,经棚,13180,JPC,经
2960,下坑子,13182,XKC,下
2961,上店,13184,ODC,上
2962,六地沟,13186,LGC,六
2963,嘎拉德斯汰,13188,GLC,嘎
2964,宇宙地,13190,YZC,宇
2965,林西,13192,LXC,林
2966,温都和硕,13194,WDC,温
2967,平顶庙,13196,PDC,平
2968,大板,13198,DBC,大
2969,宝木吐,13200,BMC,宝
2970,古鲁满汗,13202,GHC,古
2971,查干哈达,13204,CDC,查
2972,达日其嘎,13206,DQC,达
2973,林东,13208,LRC,林
2974,衙门庙,13210,YMC,衙
2975,刁家段,13212,DDC,刁
2976,查布嘎,13214,CBC,查
2977,福兴地,13216,FXC,福
2978,道德,13218,DCC,道
2979,沙日乃,13220,ORC,沙
2980,准沙日乌苏,13222,ZSC,准
2981,开鲁,13224,KLC,开
2982,金家店,13226,JJC,金
2983,福巨,13228,FJC,福
2984,哲里木,13230,ZLC,哲
2985,乌日图,13235,WTC,乌
2986,白音库伦,13236,BUC,白
2987,灰腾梁,13237,HUC,灰
2988,锡林浩特,13238,XTC,锡
2989,锡林浩特北,13261,XGC,锡
2990,海彦呼都格,13263,KOC,海
2991,扎布其尔,13271,ZBC,扎
2992,格勒森德,13273,GIC,格
2993,西乌旗,13277,XWC,西
2994,白音华南,13283,FNC,白
2995,宝日格,13293,FQC,宝
2996,苏吉达巴,13297,OBC,苏
2997,三家店,13394,ODP,三
2998,斜河涧,13415,EEP,斜
2999,落坡岭,13418,LPP,落
3000,雁翅,13430,YAP,雁
3001,珠窝,13439,ZOP,珠
3002,沿河城,13445,YHP,沿
3003,幽州,13448,YZP,幽
3004,旧庄窝,13451,JVP,旧
3005,官厅,13457,GTP,官
3006,官厅西,13458,KEP,官
3007,二道沙河,15128,RDC,二
3008,石拐,15146,SGC,石
3009,新贤城,15188,XCC,新
3010,包头北,15203,BBC,包
3011,昆独仑召,15230,KDC,昆
3012,瓦窑坝,15231,WCC,瓦
3013,桃儿湾,15242,TWC,桃
3014,明安,15245,MAC,明
3015,营盘湾,15251,YPC,营
3016,高家村,15254,GAC,高
3017,坝梁,15260,BLC,坝
3018,西斗铺,15266,XPC,西
3019,西小沟,15272,XXC,西
3020,老羊壕,15275,LYC,老
3021,艾不盖,15281,ABC,艾
3022,白云鄂博,15293,BEC,白
3023,黑沙土,15380,HIC,黑
3024,本井,15395,BJC,本
3025,吉兰泰,15413,JTC,吉
3026,大武口,15446,DFJ,大
3027,大磴沟,15473,DKJ,大
3028,呼鲁斯太,15479,VTJ,呼
3029,白芨沟,15491,BJJ,白
3030,汝箕沟,15515,RQJ,汝
3031,岳家井,15548,YGJ,岳
3032,庆阳山,15554,QSJ,庆
3033,谭家井,15563,TNJ,谭
3034,石峡子,15566,SXJ,石
3035,黑冲滩,15569,HCJ,黑
3036,土门子,15575,TCJ,土
3037,园墩,15578,YAJ,园
3038,上腰墩,15581,SPJ,上
3039,白银市,15596,BNJ,白
3040,吴家川,15629,WCJ,吴
3041,靖远西,15635,JXJ,靖
3042,靖远,15638,JYJ,靖
3043,东湾,15644,DRJ,东
3044,长征,15650,CZJ,长
3045,黄河涯,16139,HHK,黄
3046,陵城,16223,LGK,陵
3047,临邑,16227,LUK,临
3048,商河,16231,SOK,商
3049,阳信,16239,YVK,阳
3050,滨州,16245,BIK,滨
3051,利津南,16249,LNK,利
3052,东营南,16257,DOK,东
3053,淮北,17126,HRH,淮
3054,新河,17153,EEH,新
3055,芝兰庄,17972,ZMK,芝
3056,桓台,18131,VTK,桓
3057,博兴,18140,BXK,博
3058,史口,18152,SKK,史
3059,东营,18155,DPK,东
3060,南定,18224,NDK,南
3061,淄川,18227,ZWK,淄
3062,大昆仑,18230,DKK,大
3063,博山,18233,BSK,博
3064,南仇,18350,NCK,南
3065,刘征,18359,UZK,刘
3066,黑旺,18365,HWK,黑
3067,西桐古,18368,XGK,西
3068,北牟,18371,BVK,北
3069,口头,18374,KTK,口
3070,源迁,18377,AQK,源
3071,南博山,18383,NBK,南
3072,常庄,18386,CVK,常
3073,莱芜东,18398,LWK,莱
3074,莱芜西,18419,UXK,莱
3075,蔺家楼,18422,ULK,蔺
3076,司家岭,18425,OLK,司
3077,范镇,18428,VZK,范
3078,燕家庄,18431,AZK,燕
3079,上高镇,18434,SVK,上
3080,桃村东,18606,TDK,桃
3081,埠西头,18608,BTK,埠
3082,铺集,18615,PJK,铺
3083,草庙子,18617,CAK,草
3084,柘车河所,18651,ZKK,柘
3085,即墨北,18653,JVK,即
3086,夏格庄,18655,XZK,夏
3087,莱西北,18657,LBK,莱
3088,海阳北,18659,HEK,海
3089,桃村北,18661,TOK,桃
3090,西陌堂所,18663,XIK,西
3091,芝罘,18665,GZK,芝
3092,烟台南,18667,YLK,烟
3093,牟平,18669,MBK,牟
3094,威海北,18671,WHK,威
3095,文登东,18673,WGK,文
3096,荣成,18675,RCK,荣
3097,沭阳,18845,FMH,沭
3098,淮安,18869,AUH,淮
3099,淮安南,18878,AMH,淮
3100,阜宁,18914,AKH,阜
3101,建湖,18932,AJH,建
3102,盐城,18968,AFH,盐
3103,东台,19022,DBH,东
3104,炉桥,19382,LQH,炉
3105,巢湖,19493,CIH,巢
3106,裕溪口,19529,YXH,裕
3107,安庆,20093,AQH,安
3108,丰台西,20156,FXP,丰
3109,胜芳,20381,SUP,胜
3110,霸州西,20383,FOP,霸
3111,白沟,20385,FEP,白
3112,白洋淀,20387,FWP,白
3113,南湖东,21101,NDN,南
3114,汤逊湖,21104,THN,汤
3115,庙山,21107,MSN,庙
3116,普安,21110,PAN,普
3117,纸坊东,21113,ZMN,纸
3118,乌龙泉南,21116,WFN,乌
3119,土地堂东,21119,TTN,土
3120,山坡东,21122,SBN,山
3121,贺胜桥东,21125,HLN,贺
3122,横沟桥东,21128,HNN,横
3123,咸宁东,21131,XKN,咸
3124,咸宁南,21134,UNN,咸
3125,周口店,21188,ZPP,周
3126,房山,21218,FRP,房
3127,新坡,21458,XPP,新
3128,彭城,21467,PCP,彭
3129,义井,21470,YOP,义
3130,和村,21473,HNP,和
3131,南阳寨,21749,NYF,南
3132,黄河景区,21751,HCF,黄
3133,武陟,21753,WIF,武
3134,修武西,21755,EXF,修
3135,花山南,21885,KNN,花
3136,左岭,21887,ZSN,左
3137,华容南,21891,KRN,华
3138,鄂州东,21893,EFN,鄂
3139,花湖,21895,KHN,花
3140,黄石北,21897,KSN,黄
3141,大冶北,21899,DBN,大
3142,武昌东,21935,WDN,武
3143,黄石东,22123,OSN,黄
3144,流芳,22265,LFN,流
3145,黄冈东,22450,KAN,黄
3146,黄冈,22452,KGN,黄
3147,黄冈西,22454,KXN,黄
3148,华容东,22456,HPN,华
3149,葛店南,22458,GNN,葛
3150,华城,24402,VCQ,天
3151,霍邱,25091,FBH,霍
3152,晋中,26473,JZV,晋
3153,太谷西,26475,TIV,太
3154,祁县东,26477,QGV,祁
3155,平遥古城,26479,PDV,平
3156,介休东,26481,JDV,介
3157,灵石东,26483,UDV,灵
3158,霍州东,26485,HWV,霍
3159,洪洞西,26487,HTV,洪
3160,临汾西,26489,LXV,临
3161,襄汾西,26491,XTV,襄
3162,侯马西,26493,HPV,侯
3163,闻喜西,26495,WOV,闻
3164,运城北,26497,ABV,运
3165,永济北,26499,AJV,永
3166,堂邑,26658,TBK,堂
3167,临澧,26810,LWQ,临
3168,常德,26864,VGQ,常
3169,汉寿,26900,VSQ,汉
3170,益阳,26963,AEQ,益
3171,益阳东,26972,ADQ,益
3172,宁乡,27008,NXQ,宁
3173,怀仁东,27301,HFV,怀
3174,应县,27304,YZV,应
3175,山阴,27307,SNV,山
3176,神池,27623,SMV,神
3177,五寨,27635,WZV,五
3178,安塘,27641,ATV,安
3179,秦家庄,27644,QZV,秦
3180,岢岚,27650,KLV,岢
3181,北义井,27680,BYV,北
3182,定襄,27683,DXV,定
3183,蒋村,27686,JCV,蒋
3184,河边,27689,HBV,河
3185,汾河,27713,FEV,汾
3186,西张,27782,XRV,西
3187,柳林河,27788,LLV,柳
3188,古东,27794,GDV,古
3189,古交,27797,GJV,古
3190,镇城底,27800,ZDV,镇
3191,娄烦,27802,USV,娄
3192,岚县,27808,UXV,岚
3193,白文东,27814,BCV,白
3194,白文,27910,BVV,白
3195,侯马北,28133,HOV,侯
3196,孝南,28520,XNV,孝
3197,孝西,28526,XOV,孝
3198,白壁关,28529,BGV,白
3199,兑镇,28535,DWV,兑
3200,阳泉曲,28538,YYV,阳
3201,白水县,28801,BGY,白
3202,澄城,28803,CUY,澄
3203,合阳北,28805,HTY,合
3204,芝阳,28880,ZYY,芝
3205,南永宁,28895,NYY,南
3206,长江埠,29342,CFN,长
3207,应城,29602,YHN,应
3208,天门,29604,TMN,天
3209,京山,29606,JCN,京
3210,钟祥,29610,ZTN,钟
3211,江宁西,30920,OKH,江
3212,马鞍山东,30922,OMH,马
3213,当涂东,30924,OWH,当
3214,弋江,30928,RVH,弋
3215,繁昌西,30930,PUH,繁
3216,铜陵北所,30932,WJH,铜
3217,艮山门,32201,GSH,艮
3218,车墩,32300,MIH,车
3219,亭林,32332,TVH,亭
3220,叶榭,32333,YOH,叶
3221,金山园区,32334,REH,金
3222,金山卫,32338,BGH,金
3223,漕泾,32345,CPH,漕
3224,海湾,32346,RWH,海
3225,四团,32347,STH,四
3226,芦潮港,32348,UCH,芦
3227,塘雅所,33001,PWH,塘
3228,武义北,33003,WDH,武
3229,永康南,33005,QUH,永
3230,缙云西,33007,PYH,缙
3231,东孝所,33009,RMH,东
3232,宁波东,33761,NVH,宁
3233,奉化,33968,FHH,奉
3234,宁海,33970,NHH,宁
3235,三门县,33972,OQH,三
3236,临海,33974,UFH,临
3237,台州,33976,TZH,台
3238,温岭,33980,VHH,温
3239,雁荡山,33982,YGH,雁
3240,绅坊,33984,OLH,绅
3241,乐清,33986,UPH,乐
3242,永嘉,33988,URH,永
3243,温州南,33990,VRH,温
3244,瑞安,33994,RAH,瑞
3245,鳌江,33996,ARH,鳌
3246,苍南,33998,CEH,苍
3247,福鼎,34000,FES,福
3248,太姥山,34002,TLS,太
3249,霞浦,34004,XOS,霞
3250,福安,34006,FAS,福
3251,宁德,34008,NES,宁
3252,罗源,34010,LVS,罗
3253,连江,34012,LKS,连
3254,长临河,34112,FVH,长
3255,巢湖东,34114,GUH,巢
3256,无为,34116,IIH,无
3257,铜陵北,34118,KXH,铜
3258,南陵,34120,LLH,南
3259,泾县,34122,LOH,泾
3260,旌德,34124,NSH,旌
3261,绩溪北,34126,NRH,绩
3262,歙县北,34128,NPH,歙
3263,黄山北,34130,NYH,黄
3264,婺源,34132,WYG,婺
3265,德兴,34134,DWG,德
3266,五府山,34136,WFG,五
3267,武夷山北,34138,WBS,武
3268,武夷山东,34140,WCS,武
3269,建瓯西,34142,JUS,建
3270,南平北,34144,NBS,南
3271,古田北,34146,GBS,古
3272,闽清北,34148,MBS,闽
3273,福州南,34151,FYS,福
3274,福清,34154,FQS,福
3275,涵江,34160,HJS,涵
3276,仙游,34166,XWS,仙
3277,惠安,34168,HNS,惠
3278,泉州,34169,QYS,泉
3279,晋江,34172,JJS,晋
3280,厦门北,34178,XKS,厦
3281,樟林,34751,ZLS,樟
3282,马坑,35055,MES,马
3283,龙山镇,35058,LAS,龙
3284,南靖,35061,NJS,南
3285,草坂,35064,CBS,草
3286,漳州,35067,ZUS,漳
3287,会昌北,35108,XEG,会
3288,长汀南,35135,CNS,长
3289,古田会址,35137,STS,古
3290,井口,35140,WWW,井
3291,韶山,35732,SSQ,韶
3292,邵阳,35795,SYQ,邵
3293,芦洪市,35800,UMQ,芦
3294,零陵,35831,UWZ,零
3295,双牌,35834,SBZ,双
3296,理家坪,35836,UZZ,理
3297,道州,35837,DFZ,道
3298,江永,35840,JYZ,江
3299,江华,35843,JHZ,江
3300,富川,35846,FDZ,富
3301,钟山,35847,ZSZ,钟
3302,梧州,35850,WZZ,梧
3303,岑溪,35853,CNZ,岑
3304,马路圩,35856,MUZ,马
3305,信宜,35870,EEQ,信
3306,高州,35872,GSQ,高
3307,北流,35876,BOZ,北
3308,容县,35882,RXZ,容
3309,来宾北,36269,UCZ,来
3310,钦州北,36461,QBZ,钦
3311,万宝镇所,36476,WVQ,万
3312,双峰北,36477,NFQ,双
3313,邵东,36479,FIQ,邵
3314,那罗,36815,ULZ,那
3315,吴圩,36818,WYZ,吴
3316,大王滩,36820,DZZ,大
3317,宁村,36830,NCZ,宁
3318,大元,36833,DYZ,大
3319,那铺,36836,NPZ,那
3320,百浪,36839,BRZ,百
3321,大拟,36842,DNZ,大
3322,小董,36845,XEZ,小
3323,马皇,36851,MHZ,马
3324,钦州,36854,QRZ,钦
3325,康熙岭,36857,KXZ,康
3326,茅岭,36860,MLZ,茅
3327,防城,36863,FAZ,防
3328,防城港北,36865,FBZ,防
3329,防城港,36866,FEZ,防
3330,合浦,36882,HVZ,合
3331,北海,36885,BHZ,北
3332,湛江西,37250,ZWQ,湛
3333,雷州,37252,UAQ,雷
3334,徐闻,37256,XJQ,徐
3335,海安南,37258,VMQ,海
3336,坪上,38120,PSK,坪
3337,刘集,38867,LKI,刘
3338,郑集,38870,ZJI,郑
3339,弯集,38873,WJI,弯
3340,崔寨,38876,CZI,崔
3341,张寨,38879,ZHI,张
3342,沛县,38882,PXI,沛
3343,沛屯,38885,PUA,沛
3344,宝鸡南,39020,BBY,宝
3345,岐山,39023,QAY,岐
3346,杨陵南,39026,YEY,杨
3347,咸阳秦都,39029,XOY,咸
3348,西安北,39032,EAY,西
3349,临潼东,39035,LQY,临
3350,湾李所,39037,WSY,湾
3351,渭南北,39038,WBY,渭
3352,大荔,39039,DNY,大
3353,华山北,39041,HDY,华
3354,礼泉,39433,LGY,礼
3355,乾县,39437,QBY,乾
3356,永寿,39445,ASY,永
3357,彬县,39451,BXY,彬
3358,长武,39461,CWY,长
3359,长庆桥,39463,CQJ,长
3360,泾川,39467,JAJ,泾
3361,茂陵,39518,MAY,茂
3362,福利区,39610,FLJ,福
3363,西固,39612,XIJ,西
3364,黄羊头,39614,HOJ,黄
3365,兰州新区,39616,LQJ,兰
3366,中川机场,39618,ZJJ,中
3367,天水,39701,TSJ,天
3368,清水县,39707,QIJ,清
3369,张家川,39713,ZIJ,张
3370,永乐店,40007,YDY,永
3371,三原,40010,SAY,三
3372,蒲城,40238,PCY,蒲
3373,杜赵,40241,DEY,杜
3374,孙镇,40250,OZY,孙
3375,苏家坡,40259,SDY,苏
3376,坡底村,40268,PDY,坡
3377,洞子崖,40286,DFY,洞
3378,张家船,40313,ZBY,张
3379,刘家沟,40358,LNY,刘
3380,黄陵,40367,ULY,黄
3381,富县,40412,FEY,富
3382,道镇,40430,DSY,道
3383,甘泉,40448,GQY,甘
3384,北塬,40488,BUY,北
3385,蟠龙镇,40501,PLY,蟠
3386,瓦窑堡,40503,WOY,瓦
3387,田庄镇,40507,TZY,田
3388,牛家梁,40513,NLY,牛
3389,曹家伙场,40514,CCY,曹
3390,锦界,40516,JEY,锦
3391,西沟,40517,XGY,西
3392,神木,40518,OMY,神
3393,神木北,40519,OMV,神
3394,万水泉南,40543,WNC,万
3395,大树湾,40547,DSC,大
3396,达拉特旗,40551,DIC,达
3397,关碾房,40555,GNC,关
3398,沙坝子,40559,SQC,沙
3399,纳林沟门,40563,NMC,纳
3400,朝脑沟,40567,CAC,朝
3401,韩家村,40571,HNC,韩
3402,东胜,40575,DOC,东
3403,敖包沟,40579,AOC,敖
3404,沙沙圪台,40583,SYC,沙
3405,转龙湾,40587,ZWC,转
3406,巴图塔,40591,BWC,巴
3407,石圪台,40594,STC,石
3408,瓷窑湾,40597,CYC,瓷
3409,乌兰木伦,40601,WMC,乌
3410,神东,40605,SOC,神
3411,黄羊城,40817,HIV,黄
3412,新城川,40820,XLV,新
3413,孤山川,40823,GSV,孤
3414,府谷,40826,FUV,府
3415,保德,40829,BAV,保
3416,王家寨,40832,WIV,王
3417,阴塔,40835,ANV,阴
3418,韩家楼,40838,HKV,韩
3419,三岔镇,40841,OCV,三
3420,神池南,40844,ONV,神
3421,朔州西,40847,SXV,朔
3422,瓜州,42101,GZJ,瓜
3423,敦煌,42104,DHJ,敦
